BAY,BAM,BTM ,Gender,Score,AY,AM,ATM,D,ALD
5,3,63,F,9,7,6,90,27,Well
15,3,183,F,6,6,6,78,-105,Severe
15,4,184,M,14,14,0,168,-16,Severe
5,6,66,F,11,10,0,120,54,Well
15,10,190,F,12,11,6,138,-52,Severe
13,10,166,M,12,11,6,138,-28,Severe
5,7,67,M,15,16,0,192,125,Well
7,3,87,M,7,6,6,78,-9,Severe
10,7,127,F,10,8,6,102,-25,Severe
5,10,70,F,14,14,0,168,98,Well
13,11,167,M,13,12,6,150,-17,Severe
17,11,215,F,8,7,0,84,-131,Severe
12,11,155,F,15,16,0,192,37,Well
11,10,142,F,6,6,6,78,-64,Severe
14,2,170,F,15,16,0,192,22,Well
12,11,155,F,14,14,0,168,13,Well
7,1,85,F,15,16,0,192,107,Well
15,9,189,M,9,7,6,90,-99,Severe
9,1,109,M,13,12,6,150,41,Well
12,8,152,F,15,16,0,192,40,Well
7,6,90,F,12,11,6,138,48,Well
14,11,179,F,8,7,0,84,-95,Severe
12,8,152,M,7,6,6,78,-74,Severe
6,5,77,F,14,14,0,168,91,Well
7,8,92,F,15,16,0,192,100,Well
5,7,67,M,12,11,6,138,71,Well
7,9,93,F,6,6,6,78,-15,Severe
5,4,64,M,14,14,0,168,104,Well
10,1,121,F,9,7,6,90,-31,Severe
6,4,76,F,11,10,0,120,44,Well
11,6,138,M,12,11,6,138,0,Neutral
12,6,150,M,13,12,6,150,0,Neutral
14,6,174,M,12,11,6,138,-36,Severe
18,1,217,F,12,11,6,138,-79,Severe
9,1,109,M,14,14,0,168,59,Well
9,3,111,F,10,8,6,102,-9,Severe
8,7,103,M,13,12,6,150,47,Well
16,6,198,M,10,8,6,102,-96,Severe
18,9,225,F,15,16,0,192,-33,Severe
7,4,88,F,8,7,0,84,-4,Mild
13,5,161,F,13,12,6,150,-11,Severe
10,4,124,F,9,7,6,90,-34,Severe
10,0,120,F,14,14,0,168,48,Well
16,11,203,F,13,12,6,150,-53,Severe
15,10,190,M,6,6,6,78,-112,Severe
18,11,227,M,13,12,6,150,-77,Severe
8,3,99,F,9,7,6,90,-9,Severe
13,11,167,F,7,6,6,78,-89,Severe
6,4,76,F,14,14,0,168,92,Well
8,0,96,M,11,10,0,120,24,Well
17,2,206,M,12,11,6,138,-68,Severe
15,7,187,F,12,11,6,138,-49,Severe
6,9,81,M,14,14,0,168,87,Well
16,10,202,F,13,12,6,150,-52,Severe
18,8,224,M,15,16,0,192,-32,Severe
17,9,213,F,10,8,6,102,-111,Severe
16,11,203,F,14,14,0,168,-35,Severe
17,10,214,F,7,6,6,78,-136,Severe
16,7,199,F,10,8,6,102,-97,Severe
6,11,83,F,11,10,0,120,37,Well
15,5,185,F,13,12,6,150,-35,Severe
6,11,83,M,7,6,6,78,-5,Mild
13,3,159,M,11,10,0,120,-39,Severe
6,2,74,F,8,7,0,84,10,Well
12,9,153,M,7,6,6,78,-75,Severe
5,7,67,F,11,10,0,120,53,Well
6,7,79,M,9,7,6,90,11,Well
8,10,106,F,11,10,0,120,14,Well
18,7,223,F,6,6,6,78,-145,Severe
6,9,81,F,8,7,0,84,3,Good
9,9,117,M,13,12,6,150,33,Well
13,8,164,M,9,7,6,90,-74,Severe
5,4,64,F,6,6,6,78,14,Well
12,3,147,F,10,8,6,102,-45,Severe
13,10,166,M,9,7,6,90,-76,Severe
18,9,225,F,13,12,6,150,-75,Severe
15,8,188,M,10,8,6,102,-86,Severe
17,9,213,M,8,7,0,84,-129,Severe
17,6,210,M,7,6,6,78,-132,Severe
6,9,81,F,10,8,6,102,21,Well
16,9,201,F,8,7,0,84,-117,Severe
16,0,192,F,11,10,0,120,-72,Severe
17,2,206,M,15,16,0,192,-14,Severe
17,6,210,M,13,12,6,150,-60,Severe
5,0,60,M,7,6,6,78,18,Well
14,8,176,M,7,6,6,78,-98,Severe
11,11,143,F,6,6,6,78,-65,Severe
5,2,62,F,10,8,6,102,40,Well
15,6,186,F,14,14,0,168,-18,Severe
8,5,101,F,15,16,0,192,91,Well
17,3,207,M,9,7,6,90,-117,Severe
16,11,203,M,14,14,0,168,-35,Severe
8,9,105,F,13,12,6,150,45,Well
17,0,204,M,13,12,6,150,-54,Severe
8,10,106,M,8,7,0,84,-22,Severe
18,9,225,F,11,10,0,120,-105,Severe
12,10,154,F,9,7,6,90,-64,Severe
15,4,184,F,15,16,0,192,8,Well
14,7,175,F,7,6,6,78,-97,Severe
8,8,104,F,13,12,6,150,46,Well
7,6,90,M,8,7,0,84,-6,Severe
5,1,61,F,9,7,6,90,29,Well
8,1,97,F,11,10,0,120,23,Well
9,6,114,F,11,10,0,120,6,Well
18,7,223,M,8,7,0,84,-139,Severe
18,0,216,M,12,11,6,138,-78,Severe
5,10,70,F,13,12,6,150,80,Well
15,0,180,F,7,6,6,78,-102,Severe
8,1,97,M,15,16,0,192,95,Well
14,7,175,M,15,16,0,192,17,Well
15,4,184,F,8,7,0,84,-100,Severe
7,10,94,F,7,6,6,78,-16,Severe
5,5,65,M,7,6,6,78,13,Well
17,5,209,M,9,7,6,90,-119,Severe
12,0,144,M,7,6,6,78,-66,Severe
14,7,175,M,11,10,0,120,-55,Severe
16,0,192,M,14,14,0,168,-24,Severe
17,1,205,F,7,6,6,78,-127,Severe
6,0,72,F,12,11,6,138,66,Well
7,3,87,M,10,8,6,102,15,Well
17,3,207,M,11,10,0,120,-87,Severe
7,10,94,F,11,10,0,120,26,Well
18,6,222,F,10,8,6,102,-120,Severe
5,5,65,M,12,11,6,138,73,Well
12,1,145,F,10,8,6,102,-43,Severe
12,10,154,F,7,6,6,78,-76,Severe
5,3,63,M,13,12,6,150,87,Well
11,7,139,M,10,8,6,102,-37,Severe
12,7,151,F,10,8,6,102,-49,Severe
14,11,179,F,15,16,0,192,13,Well
12,2,146,F,14,14,0,168,22,Well
15,3,183,M,6,6,6,78,-105,Severe
12,6,150,F,11,10,0,120,-30,Severe
17,7,211,F,6,6,6,78,-133,Severe
18,6,222,F,11,10,0,120,-102,Severe
8,9,105,M,10,8,6,102,-3,Mild
6,11,83,F,12,11,6,138,55,Well
7,2,86,M,13,12,6,150,64,Well
6,6,78,F,10,8,6,102,24,Well
11,1,133,F,13,12,6,150,17,Well
11,7,139,M,7,6,6,78,-61,Severe
18,9,225,M,7,6,6,78,-147,Severe
6,10,82,M,9,7,6,90,8,Well
12,4,148,F,11,10,0,120,-28,Severe
12,1,145,M,10,8,6,102,-43,Severe
11,9,141,F,11,10,0,120,-21,Severe
9,6,114,F,15,16,0,192,78,Well
16,3,195,M,13,12,6,150,-45,Severe
6,11,83,M,14,14,0,168,85,Well
7,1,85,M,6,6,6,78,-7,Severe
18,1,217,M,9,7,6,90,-127,Severe
9,8,116,M,9,7,6,90,-26,Severe
8,7,103,M,6,6,6,78,-25,Severe
18,11,227,F,9,7,6,90,-137,Severe
18,8,224,M,11,10,0,120,-104,Severe
7,4,88,M,9,7,6,90,2,Good
17,5,209,F,10,8,6,102,-107,Severe
17,2,206,M,11,10,0,120,-86,Severe
16,2,194,M,7,6,6,78,-116,Severe
17,10,214,F,12,11,6,138,-76,Severe
15,8,188,M,11,10,0,120,-68,Severe
15,2,182,M,6,6,6,78,-104,Severe
10,6,126,F,7,6,6,78,-48,Severe
15,6,186,M,10,8,6,102,-84,Severe
15,0,180,F,6,6,6,78,-102,Severe
10,10,130,M,13,12,6,150,20,Well
5,2,62,M,11,10,0,120,58,Well
16,5,197,M,15,16,0,192,-5,Mild
11,8,140,M,6,6,6,78,-62,Severe
10,1,121,F,8,7,0,84,-37,Severe
9,7,115,M,12,11,6,138,23,Well
10,11,131,M,9,7,6,90,-41,Severe
6,3,75,F,6,6,6,78,3,Good
8,6,102,M,15,16,0,192,90,Well
11,7,139,M,9,7,6,90,-49,Severe
6,10,82,F,12,11,6,138,56,Well
7,2,86,F,6,6,6,78,-8,Severe
15,10,190,F,10,8,6,102,-88,Severe
15,2,182,M,11,10,0,120,-62,Severe
9,7,115,F,7,6,6,78,-37,Severe
17,9,213,F,7,6,6,78,-135,Severe
9,5,113,F,9,7,6,90,-23,Severe
7,2,86,M,8,7,0,84,-2,Mild
16,8,200,M,9,7,6,90,-110,Severe
12,11,155,M,10,8,6,102,-53,Severe
7,9,93,M,10,8,6,102,9,Well
6,7,79,M,11,10,0,120,41,Well
9,11,119,F,9,7,6,90,-29,Severe
8,4,100,F,15,16,0,192,92,Well
17,10,214,F,11,10,0,120,-94,Severe
8,8,104,F,11,10,0,120,16,Well
17,8,212,F,14,14,0,168,-44,Severe
14,4,172,F,11,10,0,120,-52,Severe
10,4,124,M,7,6,6,78,-46,Severe
10,8,128,F,7,6,6,78,-50,Severe
15,6,186,M,7,6,6,78,-108,Severe
7,3,87,F,8,7,0,84,-3,Mild
16,9,201,M,15,16,0,192,-9,Severe
18,0,216,F,8,7,0,84,-132,Severe
11,1,133,M,11,10,0,120,-13,Severe
5,0,60,M,6,6,6,78,18,Well
16,10,202,M,14,14,0,168,-34,Severe
14,2,170,M,8,7,0,84,-86,Severe
13,11,167,F,6,6,6,78,-89,Severe
5,5,65,F,11,10,0,120,55,Well
11,11,143,F,9,7,6,90,-53,Severe
14,4,172,F,14,14,0,168,-4,Mild
5,4,64,M,10,8,6,102,38,Well
15,5,185,F,11,10,0,120,-65,Severe
18,3,219,F,13,12,6,150,-69,Severe
16,0,192,F,8,7,0,84,-108,Severe
7,11,95,F,7,6,6,78,-17,Severe
13,7,163,M,10,8,6,102,-61,Severe
9,11,119,F,15,16,0,192,73,Well
10,7,127,M,8,7,0,84,-43,Severe
10,4,124,M,9,7,6,90,-34,Severe
8,11,107,F,9,7,6,90,-17,Severe
6,6,78,F,14,14,0,168,90,Well
14,0,168,F,11,10,0,120,-48,Severe
11,6,138,M,7,6,6,78,-60,Severe
17,8,212,M,10,8,6,102,-110,Severe
11,11,143,F,8,7,0,84,-59,Severe
10,11,131,M,15,16,0,192,61,Well
16,0,192,M,8,7,0,84,-108,Severe
10,2,122,M,14,14,0,168,46,Well
6,1,73,F,14,14,0,168,95,Well
12,5,149,F,13,12,6,150,1,Good
5,7,67,M,13,12,6,150,83,Well
7,7,91,M,9,7,6,90,-1,Mild
18,7,223,F,12,11,6,138,-85,Severe
14,1,169,F,7,6,6,78,-91,Severe
8,0,96,F,13,12,6,150,54,Well
16,7,199,M,11,10,0,120,-79,Severe
16,1,193,M,10,8,6,102,-91,Severe
11,6,138,M,10,8,6,102,-36,Severe
14,9,177,M,15,16,0,192,15,Well
14,10,178,F,6,6,6,78,-100,Severe
11,8,140,F,11,10,0,120,-20,Severe
9,4,112,M,6,6,6,78,-34,Severe
9,0,108,M,7,6,6,78,-30,Severe
15,7,187,F,9,7,6,90,-97,Severe
11,8,140,F,9,7,6,90,-50,Severe
5,1,61,M,13,12,6,150,89,Well
16,10,202,M,7,6,6,78,-124,Severe
8,8,104,F,6,6,6,78,-26,Severe
14,6,174,F,14,14,0,168,-6,Severe
8,4,100,M,10,8,6,102,2,Good
5,4,64,F,12,11,6,138,74,Well
12,1,145,F,14,14,0,168,23,Well
16,9,201,F,15,16,0,192,-9,Severe
15,5,185,M,12,11,6,138,-47,Severe
16,0,192,F,15,16,0,192,0,Neutral
18,7,223,M,12,11,6,138,-85,Severe
10,2,122,F,6,6,6,78,-44,Severe
11,5,137,M,7,6,6,78,-59,Severe
17,11,215,M,10,8,6,102,-113,Severe
17,5,209,M,10,8,6,102,-107,Severe
7,10,94,F,6,6,6,78,-16,Severe
8,8,104,M,9,7,6,90,-14,Severe
12,7,151,F,11,10,0,120,-31,Severe
7,11,95,F,13,12,6,150,55,Well
10,2,122,M,6,6,6,78,-44,Severe
13,2,158,M,10,8,6,102,-56,Severe
13,1,157,M,14,14,0,168,11,Well
16,3,195,M,15,16,0,192,-3,Mild
18,7,223,M,9,7,6,90,-133,Severe
12,11,155,M,7,6,6,78,-77,Severe
13,9,165,F,12,11,6,138,-27,Severe
16,4,196,M,7,6,6,78,-118,Severe
14,9,177,F,9,7,6,90,-87,Severe
8,7,103,M,9,7,6,90,-13,Severe
5,10,70,M,11,10,0,120,50,Well
16,8,200,M,12,11,6,138,-62,Severe
12,3,147,F,6,6,6,78,-69,Severe
16,1,193,F,13,12,6,150,-43,Severe
9,8,116,M,6,6,6,78,-38,Severe
10,8,128,F,12,11,6,138,10,Well
10,0,120,M,8,7,0,84,-36,Severe
18,10,226,M,8,7,0,84,-142,Severe
5,9,69,F,8,7,0,84,15,Well
11,3,135,F,7,6,6,78,-57,Severe
12,5,149,M,15,16,0,192,43,Well
10,1,121,F,12,11,6,138,17,Well
17,6,210,M,14,14,0,168,-42,Severe
6,10,82,F,7,6,6,78,-4,Mild
17,5,209,F,12,11,6,138,-71,Severe
11,3,135,F,10,8,6,102,-33,Severe
7,4,88,M,11,10,0,120,32,Well
9,0,108,F,10,8,6,102,-6,Severe
12,8,152,M,13,12,6,150,-2,Mild
17,1,205,F,8,7,0,84,-121,Severe
18,4,220,F,9,7,6,90,-130,Severe
18,8,224,F,7,6,6,78,-146,Severe
7,0,84,M,11,10,0,120,36,Well
15,2,182,F,14,14,0,168,-14,Severe
7,5,89,F,8,7,0,84,-5,Mild
9,1,109,F,7,6,6,78,-31,Severe
17,9,213,M,9,7,6,90,-123,Severe
18,2,218,M,8,7,0,84,-134,Severe
9,3,111,M,15,16,0,192,81,Well
18,5,221,M,14,14,0,168,-53,Severe
8,2,98,F,7,6,6,78,-20,Severe
8,11,107,F,15,16,0,192,85,Well
13,3,159,F,13,12,6,150,-9,Severe
16,11,203,M,8,7,0,84,-119,Severe
17,4,208,F,14,14,0,168,-40,Severe
5,2,62,M,8,7,0,84,22,Well
6,6,78,M,15,16,0,192,114,Well
7,5,89,F,13,12,6,150,61,Well
9,7,115,F,14,14,0,168,53,Well
8,4,100,F,13,12,6,150,50,Well
9,0,108,M,13,12,6,150,42,Well
12,4,148,M,9,7,6,90,-58,Severe
16,4,196,F,7,6,6,78,-118,Severe
5,11,71,F,10,8,6,102,31,Well
6,4,76,F,10,8,6,102,26,Well
13,3,159,M,9,7,6,90,-69,Severe
17,0,204,M,8,7,0,84,-120,Severe
11,9,141,M,10,8,6,102,-39,Severe
6,0,72,F,8,7,0,84,12,Well
9,2,110,M,8,7,0,84,-26,Severe
8,0,96,F,11,10,0,120,24,Well
6,0,72,M,6,6,6,78,6,Well
7,0,84,M,12,11,6,138,54,Well
13,0,156,F,13,12,6,150,-6,Severe
14,9,177,F,11,10,0,120,-57,Severe
17,7,211,M,6,6,6,78,-133,Severe
7,6,90,M,9,7,6,90,0,Neutral
15,8,188,F,6,6,6,78,-110,Severe
8,5,101,M,11,10,0,120,19,Well
8,2,98,M,9,7,6,90,-8,Severe
16,9,201,M,12,11,6,138,-63,Severe
5,5,65,F,9,7,6,90,25,Well
10,11,131,F,7,6,6,78,-53,Severe
5,4,64,M,9,7,6,90,26,Well
8,8,104,M,14,14,0,168,64,Well
9,8,116,M,14,14,0,168,52,Well
13,11,167,F,12,11,6,138,-29,Severe
15,11,191,M,14,14,0,168,-23,Severe
7,11,95,F,8,7,0,84,-11,Severe
5,11,71,M,6,6,6,78,7,Well
12,4,148,F,12,11,6,138,-10,Severe
7,10,94,F,15,16,0,192,98,Well
16,6,198,F,15,16,0,192,-6,Severe
15,6,186,F,10,8,6,102,-84,Severe
17,11,215,F,9,7,6,90,-125,Severe
6,2,74,M,10,8,6,102,28,Well
11,5,137,F,11,10,0,120,-17,Severe
18,2,218,F,8,7,0,84,-134,Severe
9,0,108,M,6,6,6,78,-30,Severe
18,0,216,F,10,8,6,102,-114,Severe
16,8,200,F,15,16,0,192,-8,Severe
16,2,194,M,10,8,6,102,-92,Severe
12,5,149,M,10,8,6,102,-47,Severe
17,3,207,F,9,7,6,90,-117,Severe
17,9,213,M,13,12,6,150,-63,Severe
8,4,100,F,11,10,0,120,20,Well
11,5,137,M,8,7,0,84,-53,Severe
14,3,171,F,11,10,0,120,-51,Severe
9,1,109,M,7,6,6,78,-31,Severe
11,10,142,M,10,8,6,102,-40,Severe
10,5,125,F,15,16,0,192,67,Well
6,6,78,F,13,12,6,150,72,Well
10,5,125,F,9,7,6,90,-35,Severe
15,4,184,M,7,6,6,78,-106,Severe
13,4,160,M,15,16,0,192,32,Well
8,10,106,M,7,6,6,78,-28,Severe
9,3,111,F,11,10,0,120,9,Well
7,6,90,M,12,11,6,138,48,Well
12,9,153,F,13,12,6,150,-3,Mild
7,3,87,F,13,12,6,150,63,Well
16,5,197,F,9,7,6,90,-107,Severe
12,6,150,F,8,7,0,84,-66,Severe
15,6,186,F,6,6,6,78,-108,Severe
8,4,100,F,8,7,0,84,-16,Severe
5,11,71,F,14,14,0,168,97,Well
16,9,201,F,7,6,6,78,-123,Severe
5,6,66,F,15,16,0,192,126,Well
6,6,78,M,12,11,6,138,60,Well
17,4,208,M,9,7,6,90,-118,Severe
10,11,131,F,15,16,0,192,61,Well
6,11,83,M,8,7,0,84,1,Good
8,5,101,F,7,6,6,78,-23,Severe
7,2,86,M,11,10,0,120,34,Well
12,5,149,M,13,12,6,150,1,Good
16,8,200,F,8,7,0,84,-116,Severe
10,6,126,F,13,12,6,150,24,Well
15,7,187,M,7,6,6,78,-109,Severe
15,3,183,M,13,12,6,150,-33,Severe
12,4,148,F,8,7,0,84,-64,Severe
13,1,157,M,8,7,0,84,-73,Severe
18,10,226,F,14,14,0,168,-58,Severe
8,3,99,M,10,8,6,102,3,Good
12,6,150,M,8,7,0,84,-66,Severe
17,5,209,F,7,6,6,78,-131,Severe
12,8,152,F,13,12,6,150,-2,Mild
13,10,166,F,11,10,0,120,-46,Severe
14,5,173,M,9,7,6,90,-83,Severe
6,7,79,M,10,8,6,102,23,Well
17,5,209,F,13,12,6,150,-59,Severe
14,5,173,F,15,16,0,192,19,Well
18,5,221,F,6,6,6,78,-143,Severe
5,4,64,M,13,12,6,150,86,Well
13,11,167,F,10,8,6,102,-65,Severe
14,3,171,F,9,7,6,90,-81,Severe
18,6,222,F,14,14,0,168,-54,Severe
15,11,191,M,7,6,6,78,-113,Severe
6,5,77,F,11,10,0,120,43,Well
17,11,215,F,7,6,6,78,-137,Severe
12,9,153,F,10,8,6,102,-51,Severe
15,10,190,M,11,10,0,120,-70,Severe
13,4,160,F,15,16,0,192,32,Well
10,10,130,M,8,7,0,84,-46,Severe
16,10,202,F,11,10,0,120,-82,Severe
10,9,129,F,15,16,0,192,63,Well
8,1,97,M,10,8,6,102,5,Good
13,0,156,F,10,8,6,102,-54,Severe
15,1,181,F,13,12,6,150,-31,Severe
7,10,94,M,9,7,6,90,-4,Mild
6,9,81,M,15,16,0,192,111,Well
8,4,100,F,6,6,6,78,-22,Severe
18,0,216,M,10,8,6,102,-114,Severe
6,3,75,F,15,16,0,192,117,Well
13,1,157,M,7,6,6,78,-79,Severe
8,9,105,M,11,10,0,120,15,Well
7,5,89,M,11,10,0,120,31,Well
18,2,218,M,14,14,0,168,-50,Severe
14,2,170,F,14,14,0,168,-2,Mild
12,2,146,F,15,16,0,192,46,Well
16,6,198,F,11,10,0,120,-78,Severe
18,1,217,F,13,12,6,150,-67,Severe
7,0,84,M,9,7,6,90,6,Well
5,11,71,F,12,11,6,138,67,Well
12,11,155,F,9,7,6,90,-65,Severe
17,7,211,F,9,7,6,90,-121,Severe
6,3,75,M,14,14,0,168,93,Well
7,3,87,F,7,6,6,78,-9,Severe
7,4,88,M,15,16,0,192,104,Well
10,6,126,F,14,14,0,168,42,Well
5,6,66,F,13,12,6,150,84,Well
18,3,219,F,12,11,6,138,-81,Severe
14,7,175,M,7,6,6,78,-97,Severe
9,5,113,M,12,11,6,138,25,Well
16,11,203,F,15,16,0,192,-11,Severe
7,4,88,M,14,14,0,168,80,Well
12,7,151,M,12,11,6,138,-13,Severe
12,6,150,M,6,6,6,78,-72,Severe
16,6,198,M,13,12,6,150,-48,Severe
17,3,207,F,12,11,6,138,-69,Severe
18,6,222,M,10,8,6,102,-120,Severe
13,2,158,F,11,10,0,120,-38,Severe
5,5,65,M,8,7,0,84,19,Well
13,3,159,F,7,6,6,78,-81,Severe
9,11,119,F,6,6,6,78,-41,Severe
15,10,190,M,14,14,0,168,-22,Severe
18,3,219,F,8,7,0,84,-135,Severe
6,4,76,F,12,11,6,138,62,Well
5,10,70,F,11,10,0,120,50,Well
13,8,164,M,6,6,6,78,-86,Severe
5,10,70,F,9,7,6,90,20,Well
12,8,152,F,11,10,0,120,-32,Severe
8,1,97,M,6,6,6,78,-19,Severe
10,11,131,M,10,8,6,102,-29,Severe
13,11,167,F,9,7,6,90,-77,Severe
10,6,126,M,14,14,0,168,42,Well
12,5,149,F,14,14,0,168,19,Well
14,9,177,M,13,12,6,150,-27,Severe
11,10,142,F,14,14,0,168,26,Well
17,8,212,M,11,10,0,120,-92,Severe
15,4,184,M,11,10,0,120,-64,Severe
6,7,79,F,15,16,0,192,113,Well
17,4,208,F,13,12,6,150,-58,Severe
16,7,199,F,7,6,6,78,-121,Severe
18,0,216,F,13,12,6,150,-66,Severe
7,11,95,M,7,6,6,78,-17,Severe
14,6,174,M,8,7,0,84,-90,Severe
15,2,182,M,7,6,6,78,-104,Severe
11,1,133,M,15,16,0,192,59,Well
16,1,193,F,12,11,6,138,-55,Severe
13,5,161,F,12,11,6,138,-23,Severe
5,1,61,M,9,7,6,90,29,Well
8,0,96,M,9,7,6,90,-6,Severe
9,2,110,F,9,7,6,90,-20,Severe
15,6,186,M,8,7,0,84,-102,Severe
14,11,179,M,15,16,0,192,13,Well
14,4,172,M,12,11,6,138,-34,Severe
14,9,177,M,7,6,6,78,-99,Severe
18,2,218,F,12,11,6,138,-80,Severe
11,0,132,M,11,10,0,120,-12,Severe
11,11,143,F,10,8,6,102,-41,Severe
6,6,78,M,8,7,0,84,6,Well
5,0,60,M,9,7,6,90,30,Well
11,9,141,F,6,6,6,78,-63,Severe
8,3,99,F,13,12,6,150,51,Well
5,4,64,M,6,6,6,78,14,Well
13,8,164,F,11,10,0,120,-44,Severe
9,8,116,F,6,6,6,78,-38,Severe
12,1,145,F,12,11,6,138,-7,Severe
12,3,147,M,11,10,0,120,-27,Severe
10,9,129,F,10,8,6,102,-27,Severe
6,8,80,M,9,7,6,90,10,Well
17,2,206,F,6,6,6,78,-128,Severe
12,1,145,M,12,11,6,138,-7,Severe
6,9,81,M,6,6,6,78,-3,Mild
14,0,168,M,8,7,0,84,-84,Severe
11,10,142,F,13,12,6,150,8,Well
13,4,160,M,10,8,6,102,-58,Severe
5,4,64,M,7,6,6,78,14,Well
8,7,103,F,10,8,6,102,-1,Mild
9,10,118,F,7,6,6,78,-40,Severe
5,4,64,F,15,16,0,192,128,Well
18,10,226,F,10,8,6,102,-124,Severe
8,9,105,F,8,7,0,84,-21,Severe
11,4,136,M,8,7,0,84,-52,Severe
14,10,178,M,15,16,0,192,14,Well
11,9,141,M,9,7,6,90,-51,Severe
18,3,219,F,6,6,6,78,-141,Severe
5,3,63,F,8,7,0,84,21,Well
11,2,134,M,11,10,0,120,-14,Severe
8,6,102,M,8,7,0,84,-18,Severe
8,1,97,F,8,7,0,84,-13,Severe
11,11,143,F,12,11,6,138,-5,Mild
14,3,171,F,12,11,6,138,-33,Severe
15,8,188,M,15,16,0,192,4,Good
18,2,218,F,13,12,6,150,-68,Severe
16,5,197,F,14,14,0,168,-29,Severe
14,10,178,F,15,16,0,192,14,Well
9,3,111,F,9,7,6,90,-21,Severe
12,1,145,F,7,6,6,78,-67,Severe
5,2,62,M,15,16,0,192,130,Well
17,7,211,M,8,7,0,84,-127,Severe
11,5,137,F,7,6,6,78,-59,Severe
15,1,181,F,8,7,0,84,-97,Severe
5,11,71,F,9,7,6,90,19,Well
15,2,182,F,15,16,0,192,10,Well
8,4,100,F,12,11,6,138,38,Well
11,4,136,M,10,8,6,102,-34,Severe
11,9,141,F,13,12,6,150,9,Well
6,8,80,F,7,6,6,78,-2,Mild
7,0,84,F,6,6,6,78,-6,Severe
10,0,120,F,13,12,6,150,30,Well
9,5,113,F,15,16,0,192,79,Well
14,2,170,M,15,16,0,192,22,Well
16,5,197,F,15,16,0,192,-5,Mild
17,3,207,M,13,12,6,150,-57,Severe
12,2,146,M,14,14,0,168,22,Well
5,10,70,M,6,6,6,78,8,Well
10,3,123,M,7,6,6,78,-45,Severe
9,4,112,F,15,16,0,192,80,Well
14,8,176,F,8,7,0,84,-92,Severe
14,0,168,M,6,6,6,78,-90,Severe
11,8,140,M,10,8,6,102,-38,Severe
16,8,200,M,10,8,6,102,-98,Severe
10,4,124,F,7,6,6,78,-46,Severe
7,0,84,M,7,6,6,78,-6,Severe
17,0,204,F,14,14,0,168,-36,Severe
6,0,72,M,8,7,0,84,12,Well
16,9,201,M,11,10,0,120,-81,Severe
7,7,91,F,10,8,6,102,11,Well
18,7,223,F,13,12,6,150,-73,Severe
6,11,83,M,12,11,6,138,55,Well
11,10,142,F,10,8,6,102,-40,Severe
17,3,207,F,8,7,0,84,-123,Severe
14,5,173,F,13,12,6,150,-23,Severe
6,2,74,M,15,16,0,192,118,Well
14,0,168,F,8,7,0,84,-84,Severe
9,7,115,M,9,7,6,90,-25,Severe
15,9,189,M,7,6,6,78,-111,Severe
9,9,117,M,10,8,6,102,-15,Severe
9,7,115,F,9,7,6,90,-25,Severe
18,0,216,M,9,7,6,90,-126,Severe
10,3,123,M,8,7,0,84,-39,Severe
9,3,111,M,8,7,0,84,-27,Severe
16,10,202,F,10,8,6,102,-100,Severe
11,10,142,F,12,11,6,138,-4,Mild
7,8,92,F,7,6,6,78,-14,Severe
5,3,63,F,7,6,6,78,15,Well
8,1,97,F,15,16,0,192,95,Well
11,2,134,M,12,11,6,138,4,Good
6,6,78,F,7,6,6,78,0,Neutral
14,10,178,M,8,7,0,84,-94,Severe
7,7,91,F,15,16,0,192,101,Well
11,8,140,M,11,10,0,120,-20,Severe
14,5,173,F,11,10,0,120,-53,Severe
6,11,83,M,9,7,6,90,7,Well
9,11,119,M,12,11,6,138,19,Well
5,10,70,M,12,11,6,138,68,Well
13,4,160,F,9,7,6,90,-70,Severe
17,10,214,M,13,12,6,150,-64,Severe
11,3,135,M,7,6,6,78,-57,Severe
18,6,222,M,6,6,6,78,-144,Severe
12,2,146,F,13,12,6,150,4,Good
14,5,173,F,10,8,6,102,-71,Severe
12,9,153,F,8,7,0,84,-69,Severe
9,3,111,F,15,16,0,192,81,Well
15,9,189,F,13,12,6,150,-39,Severe
10,6,126,M,9,7,6,90,-36,Severe
10,1,121,F,6,6,6,78,-43,Severe
11,2,134,M,15,16,0,192,58,Well
18,3,219,F,15,16,0,192,-27,Severe
8,7,103,F,9,7,6,90,-13,Severe
5,11,71,F,13,12,6,150,79,Well
17,7,211,F,15,16,0,192,-19,Severe
12,11,155,F,8,7,0,84,-71,Severe
10,9,129,F,7,6,6,78,-51,Severe
7,9,93,M,12,11,6,138,45,Well
17,0,204,F,6,6,6,78,-126,Severe
10,4,124,M,11,10,0,120,-4,Mild
15,0,180,F,14,14,0,168,-12,Severe
6,7,79,M,8,7,0,84,5,Good
14,5,173,F,14,14,0,168,-5,Mild
18,2,218,M,11,10,0,120,-98,Severe
14,4,172,M,6,6,6,78,-94,Severe
9,6,114,F,8,7,0,84,-30,Severe
11,4,136,M,7,6,6,78,-58,Severe
10,8,128,M,7,6,6,78,-50,Severe
6,3,75,F,10,8,6,102,27,Well
14,0,168,M,11,10,0,120,-48,Severe
12,0,144,M,8,7,0,84,-60,Severe
8,8,104,F,8,7,0,84,-20,Severe
11,6,138,F,6,6,6,78,-60,Severe
14,11,179,F,11,10,0,120,-59,Severe
12,5,149,F,15,16,0,192,43,Well
16,8,200,F,7,6,6,78,-122,Severe
