BAY,BAM,BTM,Gender,Score,RAY,RAM,RTM,D,RLD
15,8,188,F,12,5,9,69,-119,Severe
7,2,86,M,84,11,7,139,53,Well
7,0,84,F,36,7,2,86,2,Good
8,0,96,M,51,8,4,100,4,Good
18,3,219,M,56,8,9,105,-114,Severe
18,11,227,M,13,5,9,69,-158,Severe
15,6,186,F,19,6,1,73,-113,Severe
14,3,171,M,14,5,10,70,-101,Severe
15,8,188,M,82,11,5,137,-51,Severe
15,4,184,F,45,7,10,94,-90,Severe
16,11,203,F,71,10,3,123,-80,Severe
15,9,189,F,2,5,3,63,-126,Severe
8,9,105,M,101,13,4,160,55,Well
9,7,115,F,26,6,6,78,-37,Severe
14,3,171,F,49,8,2,98,-73,Severe
12,1,145,F,78,11,0,132,-13,Severe
18,3,219,M,80,11,3,135,-84,Severe
17,9,213,M,94,12,7,151,-62,Severe
13,1,157,F,31,6,9,81,-76,Severe
17,10,214,M,64,9,7,115,-99,Severe
15,1,181,F,66,9,9,117,-64,Severe
18,6,222,F,5,5,5,65,-157,Severe
13,3,159,F,101,13,4,160,1,Good
7,3,87,M,86,11,10,142,55,Well
15,3,183,M,87,11,11,143,-40,Severe
17,2,206,F,76,10,10,130,-76,Severe
14,2,170,M,2,5,3,63,-107,Severe
12,7,151,F,105,13,9,165,14,Well
7,8,92,F,71,10,3,123,31,Well
17,5,209,F,17,6,0,72,-137,Severe
18,2,218,M,30,6,9,81,-137,Severe
18,3,219,M,85,11,9,141,-78,Severe
9,10,118,F,106,13,10,166,48,Well
13,11,167,F,81,11,4,136,-31,Severe
10,9,129,M,80,11,3,135,6,Well
12,4,148,M,38,7,4,88,-60,Severe
7,4,88,F,48,8,1,97,9,Well
12,2,146,M,35,7,1,85,-61,Severe
6,3,75,F,66,9,9,117,42,Well
16,11,203,M,101,13,4,160,-43,Severe
10,4,124,M,105,13,9,165,41,Well
7,10,94,F,27,6,7,79,-15,Severe
6,2,74,M,86,11,10,142,68,Well
11,1,133,M,59,9,1,109,-24,Severe
13,7,163,F,76,10,10,130,-33,Severe
16,6,198,M,104,13,7,163,-35,Severe
17,0,204,M,76,10,10,130,-74,Severe
9,5,113,F,103,13,6,162,49,Well
6,4,76,M,3,5,3,63,-13,Severe
12,11,155,F,73,10,6,126,-29,Severe
15,10,190,M,67,9,10,118,-72,Severe
5,3,63,M,92,12,5,149,86,Well
17,0,204,F,17,6,0,72,-132,Severe
18,8,224,F,30,6,9,81,-143,Severe
5,7,67,F,21,6,2,74,7,Well
16,9,201,M,3,5,3,63,-138,Severe
7,6,90,M,82,11,5,137,47,Well
13,7,163,F,70,10,2,122,-41,Severe
7,1,85,M,24,6,5,77,-8,Severe
7,0,84,M,72,10,4,124,40,Well
12,4,148,F,55,8,8,104,-44,Severe
13,9,165,F,47,8,0,96,-69,Severe
7,1,85,F,67,9,10,118,33,Well
6,3,75,M,43,7,8,92,17,Well
10,0,120,M,90,12,3,147,27,Well
12,9,153,M,96,12,10,154,1,Good
12,9,153,F,75,10,9,129,-24,Severe
12,3,147,F,82,11,5,137,-10,Severe
15,0,180,F,2,5,3,63,-117,Severe
18,9,225,F,69,10,1,121,-104,Severe
11,3,135,F,49,8,2,98,-37,Severe
14,6,174,F,83,11,6,138,-36,Severe
12,8,152,F,78,11,0,132,-20,Severe
14,2,170,F,70,10,2,122,-48,Severe
12,5,149,F,22,6,3,75,-74,Severe
16,5,197,F,55,8,8,104,-93,Severe
16,6,198,M,23,6,4,76,-122,Severe
11,4,136,M,106,13,10,166,30,Well
13,3,159,M,55,8,8,104,-55,Severe
10,1,121,M,24,6,5,77,-44,Severe
15,2,182,M,70,10,2,122,-60,Severe
10,0,120,M,33,6,11,83,-37,Severe
10,5,125,F,8,5,6,66,-59,Severe
12,5,149,F,26,6,6,78,-71,Severe
15,1,181,F,16,5,11,71,-110,Severe
5,9,69,M,43,7,8,92,23,Well
9,11,119,M,83,11,6,138,19,Well
9,7,115,F,68,10,0,120,5,Good
6,9,81,F,55,8,8,104,23,Well
14,0,168,M,56,8,9,105,-63,Severe
7,4,88,M,64,9,7,115,27,Well
8,9,105,F,30,6,9,81,-24,Severe
12,11,155,F,92,12,5,149,-6,Severe
16,3,195,F,41,7,6,90,-105,Severe
16,10,202,F,66,9,9,117,-85,Severe
17,6,210,F,39,7,5,89,-121,Severe
8,0,96,F,18,6,1,73,-23,Severe
8,10,106,F,35,7,1,85,-21,Severe
7,0,84,M,66,9,9,117,33,Well
15,8,188,F,87,11,11,143,-45,Severe
16,11,203,M,109,14,1,169,-34,Severe
10,9,129,M,107,13,11,167,38,Well
8,9,105,F,62,9,4,112,7,Well
18,3,219,F,48,8,1,97,-122,Severe
5,1,61,M,93,12,6,150,89,Well
18,7,223,M,53,8,6,102,-121,Severe
18,3,219,M,21,6,2,74,-145,Severe
18,10,226,F,27,6,7,79,-147,Severe
9,3,111,M,99,13,1,157,46,Well
18,3,219,M,40,7,5,89,-130,Severe
6,0,72,M,106,13,10,166,94,Well
11,10,142,F,58,9,0,108,-34,Severe
15,7,187,F,109,14,1,169,-18,Severe
8,5,101,M,59,9,1,109,8,Well
15,11,191,F,92,12,5,149,-42,Severe
16,8,200,M,40,7,5,89,-111,Severe
15,1,181,M,16,5,11,71,-110,Severe
17,3,207,M,37,7,3,87,-120,Severe
8,3,99,F,78,11,0,132,33,Well
13,6,162,M,12,5,9,69,-93,Severe
6,10,82,F,93,12,6,150,68,Well
18,5,221,M,57,8,10,106,-115,Severe
5,11,71,F,72,10,4,124,53,Well
15,8,188,M,34,7,0,84,-104,Severe
11,3,135,M,24,6,5,77,-58,Severe
12,10,154,M,58,9,0,108,-46,Severe
18,11,227,F,43,7,8,92,-135,Severe
17,5,209,F,9,5,7,67,-142,Severe
6,7,79,F,109,14,1,169,90,Well
17,4,208,F,81,11,4,136,-72,Severe
16,8,200,M,100,13,3,159,-41,Severe
8,2,98,M,47,8,0,96,-2,Mild
8,6,102,M,52,8,5,101,-1,Mild
9,3,111,M,88,12,0,144,33,Well
17,10,214,M,27,6,7,79,-135,Severe
13,6,162,M,47,8,0,96,-66,Severe
9,0,108,M,90,12,3,147,39,Well
5,10,70,M,37,7,3,87,17,Well
5,2,62,M,4,5,4,64,2,Good
17,9,213,F,21,6,2,74,-139,Severe
8,4,100,F,47,8,0,96,-4,Mild
6,2,74,M,89,12,1,145,71,Well
10,10,130,M,82,11,5,137,7,Well
12,7,151,M,16,5,11,71,-80,Severe
15,10,190,F,14,5,10,70,-120,Severe
15,3,183,M,10,5,7,67,-116,Severe
7,2,86,F,33,6,11,83,-3,Mild
6,0,72,F,32,6,10,82,10,Well
13,8,164,F,94,12,7,151,-13,Severe
15,10,190,F,76,10,10,130,-60,Severe
15,9,189,M,4,5,4,64,-125,Severe
17,10,214,M,10,5,7,67,-147,Severe
8,10,106,F,18,6,1,73,-33,Severe
5,5,65,F,32,6,10,82,17,Well
9,5,113,F,9,5,7,67,-46,Severe
12,11,155,M,52,8,5,101,-54,Severe
17,5,209,F,29,6,8,80,-129,Severe
12,0,144,M,55,8,8,104,-40,Severe
14,7,175,F,34,7,0,84,-91,Severe
17,1,205,M,81,11,4,136,-69,Severe
15,2,182,M,44,7,9,93,-89,Severe
5,0,60,F,61,9,3,111,51,Well
7,3,87,M,5,5,5,65,-22,Severe
11,7,139,M,23,6,4,76,-63,Severe
18,9,225,F,71,10,3,123,-102,Severe
8,11,107,F,66,9,9,117,10,Well
6,2,74,M,47,8,0,96,22,Well
6,3,75,F,55,8,8,104,29,Well
5,5,65,F,15,5,11,71,6,Well
11,2,134,F,15,5,11,71,-63,Severe
5,10,70,F,89,12,1,145,75,Well
10,3,123,M,3,5,3,63,-60,Severe
13,1,157,F,44,7,9,93,-64,Severe
9,2,110,F,3,5,3,63,-47,Severe
14,6,174,M,5,5,5,65,-109,Severe
5,3,63,M,69,10,1,121,58,Well
13,3,159,M,54,8,7,103,-56,Severe
9,8,116,M,96,12,10,154,38,Well
8,3,99,F,23,6,4,76,-23,Severe
9,1,109,F,28,6,8,80,-29,Severe
16,2,194,F,45,7,10,94,-100,Severe
11,5,137,F,51,8,4,100,-37,Severe
18,10,226,M,66,9,9,117,-109,Severe
14,3,171,M,58,9,0,108,-63,Severe
7,10,94,F,104,13,7,163,69,Well
12,8,152,M,68,10,0,120,-32,Severe
9,9,117,M,23,6,4,76,-41,Severe
17,3,207,M,60,9,2,110,-97,Severe
12,1,145,M,74,10,7,127,-18,Severe
15,3,183,M,6,5,5,65,-118,Severe
13,1,157,M,27,6,7,79,-78,Severe
9,3,111,M,57,8,10,106,-5,Mild
16,4,196,M,100,13,3,159,-37,Severe
14,11,179,F,80,11,3,135,-44,Severe
7,5,89,F,27,6,7,79,-10,Severe
14,9,177,F,52,8,5,101,-76,Severe
9,10,118,F,12,5,9,69,-49,Severe
7,6,90,M,71,10,3,123,33,Well
7,2,86,M,72,10,4,124,38,Well
12,1,145,F,84,11,7,139,-6,Severe
14,6,174,F,62,9,4,112,-62,Severe
8,4,100,F,13,5,9,69,-31,Severe
6,11,83,F,6,5,5,65,-18,Severe
11,8,140,F,66,9,9,117,-23,Severe
17,7,211,F,109,14,1,169,-42,Severe
5,3,63,F,85,11,9,141,78,Well
11,1,133,F,87,11,11,143,10,Well
9,3,111,M,20,6,2,74,-37,Severe
8,5,101,M,50,8,3,99,-2,Mild
5,4,64,M,60,9,2,110,46,Well
5,10,70,F,74,10,7,127,57,Well
8,10,106,F,38,7,4,88,-18,Severe
7,5,89,M,51,8,4,100,11,Well
9,3,111,F,8,5,6,66,-45,Severe
9,7,115,F,23,6,4,76,-39,Severe
8,10,106,F,20,6,2,74,-32,Severe
9,8,116,M,91,12,4,148,32,Well
11,9,141,M,61,9,3,111,-30,Severe
8,1,97,F,23,6,4,76,-21,Severe
6,6,78,M,30,6,9,81,3,Good
12,10,154,F,25,6,5,77,-77,Severe
17,11,215,F,25,6,5,77,-138,Severe
6,1,73,M,68,10,0,120,47,Well
10,0,120,F,47,8,0,96,-24,Severe
11,11,143,M,93,12,6,150,7,Well
17,11,215,F,97,12,11,155,-60,Severe
7,6,90,M,9,5,7,67,-23,Severe
16,3,195,F,40,7,5,89,-106,Severe
13,10,166,M,91,12,4,148,-18,Severe
6,0,72,M,55,8,8,104,32,Well
9,0,108,M,51,8,4,100,-8,Severe
12,9,153,M,97,12,11,155,2,Good
13,0,156,F,78,11,0,132,-24,Severe
18,3,219,M,15,5,11,71,-148,Severe
16,10,202,M,65,9,8,116,-86,Severe
15,7,187,F,6,5,5,65,-122,Severe
8,2,98,M,38,7,4,88,-10,Severe
16,1,193,F,97,12,11,155,-38,Severe
7,0,84,F,106,13,10,166,82,Well
12,8,152,M,95,12,9,153,1,Good
9,9,117,F,89,12,1,145,28,Well
12,2,146,M,55,8,8,104,-42,Severe
12,10,154,M,60,9,2,110,-44,Severe
9,10,118,M,66,9,9,117,-1,Mild
11,8,140,F,75,10,9,129,-11,Severe
18,10,226,F,48,8,1,97,-129,Severe
14,3,171,M,5,5,5,65,-106,Severe
17,11,215,F,48,8,1,97,-118,Severe
7,5,89,F,26,6,6,78,-11,Severe
13,1,157,F,90,12,3,147,-10,Severe
7,7,91,F,102,13,6,162,71,Well
17,9,213,F,33,6,11,83,-130,Severe
13,2,158,F,48,8,1,97,-61,Severe
7,2,86,M,8,5,6,66,-20,Severe
12,0,144,F,22,6,3,75,-69,Severe
12,11,155,M,102,13,6,162,7,Well
14,4,172,F,59,9,1,109,-63,Severe
15,8,188,M,73,10,6,126,-62,Severe
14,9,177,M,101,13,4,160,-17,Severe
5,7,67,M,6,5,5,65,-2,Mild
9,5,113,M,88,12,0,144,31,Well
11,6,138,M,81,11,4,136,-2,Mild
11,6,138,F,107,13,11,167,29,Well
8,11,107,F,86,11,10,142,35,Well
5,11,71,F,74,10,7,127,56,Well
15,4,184,F,68,10,0,120,-64,Severe
8,5,101,F,74,10,7,127,26,Well
18,10,226,F,80,11,3,135,-91,Severe
13,1,157,M,102,13,6,162,5,Good
14,11,179,M,104,13,7,163,-16,Severe
7,7,91,F,46,7,11,95,4,Good
5,3,63,F,64,9,7,115,52,Well
13,7,163,M,104,13,7,163,0,Neutral
16,7,199,M,64,9,7,115,-84,Severe
13,11,167,F,74,10,7,127,-40,Severe
16,11,203,M,66,9,9,117,-86,Severe
18,11,227,M,12,5,9,69,-158,Severe
9,8,116,F,51,8,4,100,-16,Severe
17,10,214,F,15,5,11,71,-143,Severe
7,2,86,F,22,6,3,75,-11,Severe
14,5,173,F,23,6,4,76,-97,Severe
6,4,76,F,9,5,7,67,-9,Severe
13,7,163,M,105,13,9,165,2,Good
9,6,114,F,35,7,1,85,-29,Severe
12,3,147,F,17,6,0,72,-75,Severe
13,11,167,M,79,11,1,133,-34,Severe
5,7,67,F,33,6,11,83,16,Well
5,5,65,M,82,11,5,137,72,Well
5,3,63,M,89,12,1,145,82,Well
12,9,153,M,60,9,2,110,-43,Severe
18,9,225,M,63,9,6,114,-111,Severe
7,9,93,F,82,11,5,137,44,Well
9,1,109,M,36,7,2,86,-23,Severe
12,7,151,F,103,13,6,162,11,Well
7,5,89,F,91,12,4,148,59,Well
17,3,207,F,5,5,5,65,-142,Severe
5,0,60,F,48,8,1,97,37,Well
8,8,104,M,77,10,11,131,27,Well
13,7,163,F,105,13,9,165,2,Good
6,5,77,M,48,8,1,97,20,Well
12,11,155,M,44,7,9,93,-62,Severe
14,5,173,M,41,7,6,90,-83,Severe
8,9,105,M,61,9,3,111,6,Well
13,2,158,M,97,12,11,155,-3,Mild
10,7,127,M,90,12,3,147,20,Well
18,9,225,F,9,5,7,67,-158,Severe
18,1,217,F,82,11,5,137,-80,Severe
6,1,73,F,53,8,6,102,29,Well
8,5,101,M,45,7,10,94,-7,Severe
15,1,181,M,69,10,1,121,-60,Severe
9,7,115,M,18,6,1,73,-42,Severe
11,11,143,F,96,12,10,154,11,Well
6,1,73,F,28,6,8,80,7,Well
16,10,202,M,52,8,5,101,-101,Severe
16,5,197,M,16,5,11,71,-126,Severe
5,9,69,F,57,8,10,106,37,Well
16,6,198,F,4,5,4,64,-134,Severe
6,6,78,F,61,9,3,111,33,Well
14,0,168,M,104,13,7,163,-5,Mild
6,0,72,M,79,11,1,133,61,Well
13,10,166,M,85,11,9,141,-25,Severe
16,5,197,F,23,6,4,76,-121,Severe
8,8,104,F,11,5,8,68,-36,Severe
5,2,62,M,69,10,1,121,59,Well
16,6,198,M,47,8,0,96,-102,Severe
13,3,159,F,15,5,11,71,-88,Severe
10,3,123,M,40,7,5,89,-34,Severe
17,11,215,F,72,10,4,124,-91,Severe
15,3,183,M,92,12,5,149,-34,Severe
6,7,79,F,48,8,1,97,18,Well
17,7,211,M,103,13,6,162,-49,Severe
14,7,175,F,92,12,5,149,-26,Severe
14,0,168,F,34,7,0,84,-84,Severe
7,8,92,M,2,5,3,63,-29,Severe
17,6,210,M,14,5,10,70,-140,Severe
5,5,65,F,106,13,10,166,101,Well
6,11,83,F,33,6,11,83,0,Neutral
5,7,67,F,57,8,10,106,39,Well
14,6,174,M,41,7,6,90,-84,Severe
6,4,76,F,98,13,0,156,80,Well
12,6,150,M,21,6,2,74,-76,Severe
5,3,63,M,84,11,7,139,76,Well
14,11,179,F,85,11,9,141,-38,Severe
18,5,221,F,32,6,10,82,-139,Severe
18,7,223,M,83,11,6,138,-85,Severe
6,2,74,F,56,8,9,105,31,Well
16,11,203,M,99,13,1,157,-46,Severe
11,3,135,M,94,12,7,151,16,Well
6,10,82,F,38,7,4,88,6,Well
8,1,97,M,47,8,0,96,-1,Mild
18,7,223,M,82,11,5,137,-86,Severe
17,6,210,M,2,5,3,63,-147,Severe
16,11,203,M,89,12,1,145,-58,Severe
17,8,212,M,46,7,11,95,-117,Severe
11,0,132,M,68,10,0,120,-12,Severe
18,3,219,M,106,13,10,166,-53,Severe
15,11,191,M,51,8,4,100,-91,Severe
7,10,94,M,37,7,3,87,-7,Severe
8,4,100,M,13,5,9,69,-31,Severe
18,5,221,F,25,6,5,77,-144,Severe
9,0,108,F,54,8,7,103,-5,Mild
8,6,102,F,70,10,2,122,20,Well
15,8,188,M,96,12,10,154,-34,Severe
13,2,158,F,69,10,1,121,-37,Severe
12,7,151,M,72,10,4,124,-27,Severe
12,2,146,F,97,12,11,155,9,Well
7,6,90,F,84,11,7,139,49,Well
6,4,76,F,41,7,6,90,14,Well
13,1,157,F,33,6,11,83,-74,Severe
17,7,211,M,48,8,1,97,-114,Severe
15,11,191,M,100,13,3,159,-32,Severe
8,8,104,F,36,7,2,86,-18,Severe
5,8,68,M,36,7,2,86,18,Well
17,5,209,M,82,11,5,137,-72,Severe
5,5,65,F,102,13,6,162,97,Well
10,3,123,F,108,14,0,168,45,Well
8,2,98,F,103,13,6,162,64,Well
5,6,66,M,99,13,1,157,91,Well
8,0,96,F,108,14,0,168,72,Well
18,6,222,F,86,11,10,142,-80,Severe
15,2,182,M,98,13,0,156,-26,Severe
6,11,83,M,58,9,0,108,25,Well
10,1,121,F,37,7,3,87,-34,Severe
5,2,62,M,2,5,3,63,1,Good
12,1,145,M,23,6,4,76,-69,Severe
7,10,94,M,98,13,0,156,62,Well
17,3,207,F,47,8,0,96,-111,Severe
13,3,159,M,29,6,8,80,-79,Severe
18,10,226,F,46,7,11,95,-131,Severe
15,8,188,M,16,5,11,71,-117,Severe
9,7,115,F,72,10,4,124,9,Well
6,10,82,M,78,11,0,132,50,Well
5,11,71,F,108,14,0,168,97,Well
6,1,73,F,96,12,10,154,81,Well
17,5,209,F,24,6,5,77,-132,Severe
16,3,195,M,84,11,7,139,-56,Severe
5,1,61,M,70,10,2,122,61,Well
5,10,70,M,25,6,5,77,7,Well
12,8,152,M,108,14,0,168,16,Well
13,6,162,F,50,8,3,99,-63,Severe
12,7,151,M,87,11,11,143,-8,Severe
18,11,227,M,106,13,10,166,-61,Severe
15,9,189,M,49,8,2,98,-91,Severe
18,2,218,F,79,11,1,133,-85,Severe
5,9,69,F,96,12,10,154,85,Well
15,5,185,F,72,10,4,124,-61,Severe
11,3,135,F,73,10,6,126,-9,Severe
13,11,167,F,38,7,4,88,-79,Severe
15,3,183,F,73,10,6,126,-57,Severe
14,0,168,M,109,14,1,169,1,Good
15,10,190,F,24,6,5,77,-113,Severe
6,11,83,F,108,14,0,168,85,Well
6,9,81,F,90,12,3,147,66,Well
8,8,104,M,45,7,10,94,-10,Severe
10,4,124,F,35,7,1,85,-39,Severe
9,3,111,M,79,11,1,133,22,Well
10,9,129,M,48,8,1,97,-32,Severe
10,0,120,M,52,8,5,101,-19,Severe
7,4,88,F,6,5,5,65,-23,Severe
14,9,177,M,27,6,7,79,-98,Severe
7,6,90,M,96,12,10,154,64,Well
10,8,128,M,104,13,7,163,35,Well
12,1,145,M,35,7,1,85,-60,Severe
18,11,227,F,31,6,9,81,-146,Severe
5,1,61,F,100,13,3,159,98,Well
15,1,181,F,77,10,11,131,-50,Severe
8,2,98,F,82,11,5,137,39,Well
18,9,225,F,94,12,7,151,-74,Severe
14,4,172,F,81,11,4,136,-36,Severe
6,3,75,M,100,13,3,159,84,Well
11,4,136,M,108,14,0,168,32,Well
16,5,197,M,4,5,4,64,-133,Severe
14,8,176,F,76,10,10,130,-46,Severe
14,8,176,M,103,13,6,162,-14,Severe
15,10,190,F,19,6,1,73,-117,Severe
17,9,213,M,99,13,1,157,-56,Severe
13,11,167,F,87,11,11,143,-24,Severe
7,2,86,M,18,6,1,73,-13,Severe
13,11,167,M,25,6,5,77,-90,Severe
13,3,159,F,30,6,9,81,-78,Severe
9,9,117,F,91,12,4,148,31,Well
9,8,116,F,21,6,2,74,-42,Severe
13,5,161,F,30,6,9,81,-80,Severe
14,6,174,F,13,5,9,69,-105,Severe
7,6,90,F,61,9,3,111,21,Well
18,11,227,M,77,10,11,131,-96,Severe
13,2,158,F,109,14,1,169,11,Well
5,8,68,F,80,11,3,135,67,Well
12,0,144,F,79,11,1,133,-11,Severe
17,6,210,F,68,10,0,120,-90,Severe
11,4,136,M,92,12,5,149,13,Well
14,3,171,M,101,13,4,160,-11,Severe
18,0,216,F,8,5,6,66,-150,Severe
7,3,87,F,43,7,8,92,5,Good
18,11,227,M,43,7,8,92,-135,Severe
6,3,75,F,64,9,7,115,40,Well
10,11,131,M,61,9,3,111,-20,Severe
11,9,141,M,57,8,10,106,-35,Severe
12,4,148,F,31,6,9,81,-67,Severe
10,10,130,F,92,12,5,149,19,Well
11,2,134,F,19,6,1,73,-61,Severe
16,8,200,F,85,11,9,141,-59,Severe
18,3,219,M,3,5,3,63,-156,Severe
6,3,75,M,55,8,8,104,29,Well
12,11,155,M,35,7,1,85,-70,Severe
10,1,121,M,58,9,0,108,-13,Severe
15,1,181,F,28,6,8,80,-101,Severe
9,11,119,F,105,13,9,165,46,Well
13,9,165,F,7,5,6,66,-99,Severe
8,9,105,M,25,6,5,77,-28,Severe
14,7,175,F,9,5,7,67,-108,Severe
17,8,212,F,52,8,5,101,-111,Severe
10,10,130,F,58,9,0,108,-22,Severe
11,10,142,M,29,6,8,80,-62,Severe
12,2,146,M,71,10,3,123,-23,Severe
17,3,207,M,28,6,8,80,-127,Severe
9,2,110,M,22,6,3,75,-35,Severe
9,1,109,M,92,12,5,149,40,Well
9,2,110,M,27,6,7,79,-31,Severe
16,8,200,F,82,11,5,137,-63,Severe
11,10,142,M,110,14,3,171,29,Well
15,9,189,F,65,9,8,116,-73,Severe
17,11,215,M,96,12,10,154,-61,Severe
18,9,225,M,109,14,1,169,-56,Severe
11,3,135,M,94,12,7,151,16,Well
10,7,127,F,13,5,9,69,-58,Severe
14,5,173,F,5,5,5,65,-108,Severe
11,2,134,M,60,9,2,110,-24,Severe
9,2,110,F,36,7,2,86,-24,Severe
17,8,212,F,100,13,3,159,-53,Severe
7,4,88,F,98,13,0,156,68,Well
10,0,120,F,68,10,0,120,0,Neutral
10,10,130,M,55,8,8,104,-26,Severe
5,10,70,M,94,12,7,151,81,Well
12,9,153,F,47,8,0,96,-57,Severe
10,7,127,M,78,11,0,132,5,Good
18,7,223,M,48,8,1,97,-126,Severe
17,5,209,M,56,8,9,105,-104,Severe
17,1,205,M,3,5,3,63,-142,Severe
17,6,210,M,56,8,9,105,-105,Severe
18,8,224,F,88,12,0,144,-80,Severe
10,11,131,M,37,7,3,87,-44,Severe
11,10,142,F,26,6,6,78,-64,Severe
14,0,168,M,4,5,4,64,-104,Severe
11,6,138,F,17,6,0,72,-66,Severe
13,8,164,F,36,7,2,86,-78,Severe
6,7,79,M,59,9,1,109,30,Well
12,8,152,F,41,7,6,90,-62,Severe
11,3,135,F,94,12,7,151,16,Well
15,9,189,F,45,7,10,94,-95,Severe
10,7,127,M,7,5,6,66,-61,Severe
5,2,62,F,4,5,4,64,2,Good
13,2,158,F,104,13,7,163,5,Good
6,2,74,F,66,9,9,117,43,Well
11,3,135,F,38,7,4,88,-47,Severe
14,7,175,M,60,9,2,110,-65,Severe
6,6,78,M,90,12,3,147,69,Well
12,2,146,M,97,12,11,155,9,Well
5,3,63,M,3,5,3,63,0,Neutral
6,0,72,M,4,5,4,64,-8,Severe
10,8,128,F,102,13,6,162,34,Well
12,7,151,F,60,9,2,110,-41,Severe
17,8,212,M,101,13,4,160,-52,Severe
12,0,144,F,16,5,11,71,-73,Severe
7,11,95,F,102,13,6,162,67,Well
13,3,159,M,61,9,3,111,-48,Severe
11,11,143,M,13,5,9,69,-74,Severe
13,11,167,M,56,8,9,105,-62,Severe
13,3,159,F,50,8,3,99,-60,Severe
5,6,66,F,15,5,11,71,5,Good
5,9,69,F,10,5,7,67,-2,Mild
15,0,180,F,24,6,5,77,-103,Severe
10,2,122,M,44,7,9,93,-29,Severe
5,6,66,F,57,8,10,106,40,Well
16,4,196,F,17,6,0,72,-124,Severe
15,9,189,M,52,8,5,101,-88,Severe
12,2,146,F,88,12,0,144,-2,Mild
9,3,111,M,66,9,9,117,6,Well
8,4,100,M,67,9,10,118,18,Well
9,6,114,M,64,9,7,115,1,Good
15,0,180,F,16,5,11,71,-109,Severe
18,2,218,F,56,8,9,105,-113,Severe
11,8,140,M,48,8,1,97,-43,Severe
17,2,206,M,21,6,2,74,-132,Severe
8,11,107,F,51,8,4,100,-7,Severe
16,0,192,F,50,8,3,99,-93,Severe
17,6,210,M,15,5,11,71,-139,Severe
18,5,221,F,62,9,4,112,-109,Severe
11,4,136,F,86,11,10,142,6,Well
15,6,186,M,42,7,7,91,-95,Severe
8,9,105,F,15,5,11,71,-34,Severe
15,4,184,M,62,9,4,112,-72,Severe
16,8,200,F,70,10,2,122,-78,Severe
5,6,66,F,106,13,10,166,100,Well
8,0,96,F,65,9,8,116,20,Well
17,3,207,M,16,5,11,71,-136,Severe
5,3,63,M,84,11,7,139,76,Well
18,5,221,F,87,11,11,143,-78,Severe
7,4,88,M,15,5,11,71,-17,Severe
9,2,110,M,87,11,11,143,33,Well
11,3,135,M,60,9,2,110,-25,Severe
18,3,219,M,82,11,5,137,-82,Severe
13,11,167,F,100,13,3,159,-8,Severe
17,5,209,M,55,8,8,104,-105,Severe
13,4,160,M,62,9,4,112,-48,Severe
11,3,135,F,88,12,0,144,9,Well
9,4,112,M,39,7,5,89,-23,Severe
6,4,76,F,24,6,5,77,1,Good
16,2,194,M,54,8,7,103,-91,Severe
13,10,166,F,85,11,9,141,-25,Severe
10,6,126,M,49,8,2,98,-28,Severe
16,0,192,F,7,5,6,66,-126,Severe
8,4,100,F,20,6,2,74,-26,Severe
12,0,144,M,72,10,4,124,-20,Severe
7,6,90,F,73,10,6,126,36,Well
18,11,227,F,15,5,11,71,-156,Severe
17,11,215,F,83,11,6,138,-77,Severe
9,10,118,M,19,6,1,73,-45,Severe
6,3,75,F,22,6,3,75,0,Neutral
14,10,178,F,52,8,5,101,-77,Severe
10,1,121,M,30,6,9,81,-40,Severe
18,11,227,M,29,6,8,80,-147,Severe
17,0,204,F,38,7,4,88,-116,Severe
13,6,162,F,56,8,9,105,-57,Severe
11,1,133,F,4,5,4,64,-69,Severe
17,11,215,F,95,12,9,153,-62,Severe
7,11,95,M,110,14,3,171,76,Well
8,6,102,M,30,6,9,81,-21,Severe
14,6,174,F,95,12,9,153,-21,Severe
7,2,86,M,32,6,10,82,-4,Mild
6,11,83,M,103,13,6,162,79,Well
5,9,69,M,63,9,6,114,45,Well
17,10,214,F,95,12,9,153,-61,Severe
15,8,188,M,88,12,0,144,-44,Severe
10,10,130,F,17,6,0,72,-58,Severe
7,9,93,M,30,6,9,81,-12,Severe
15,3,183,M,14,5,10,70,-113,Severe
18,2,218,M,80,11,3,135,-83,Severe
14,5,173,F,32,6,10,82,-91,Severe
7,7,91,M,52,8,5,101,10,Well
9,11,119,F,64,9,7,115,-4,Mild
15,10,190,F,46,7,11,95,-95,Severe
14,5,173,F,12,5,9,69,-104,Severe
6,11,83,M,55,8,8,104,21,Well
9,3,111,F,57,8,10,106,-5,Mild
5,1,61,M,40,7,5,89,28,Well
7,5,89,M,79,11,1,133,44,Well
13,7,163,F,4,5,4,64,-99,Severe
18,8,224,M,4,5,4,64,-160,Severe
10,0,120,F,60,9,2,110,-10,Severe
10,3,123,F,24,6,5,77,-46,Severe
16,8,200,M,99,13,1,157,-43,Severe
6,1,73,M,36,7,2,86,13,Well
17,3,207,M,53,8,6,102,-105,Severe
14,8,176,F,8,5,6,66,-110,Severe
10,7,127,M,55,8,8,104,-23,Severe
13,0,156,F,14,5,10,70,-86,Severe
8,5,101,M,67,9,10,118,17,Well
12,9,153,F,82,11,5,137,-16,Severe
12,3,147,M,84,11,7,139,-8,Severe
18,3,219,F,101,13,4,160,-59,Severe
17,1,205,F,98,13,0,156,-49,Severe
7,1,85,M,97,12,11,155,70,Well
